Manufacturer,Model Number,Model Name,Serial ID,Connectors Sense/Pace,Polarity,Fixation,Placement,Outer Insulation,Location
"Intermedics, Inc. (Guidant Corp.)",404-02,,,VS-1,BI,Retractable Helix,ENDO,UNK,RA/RV
"Intermedics, Inc. (Guidant Corp.)",404-04,,,VS-1,BI,Retractable Helix,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",405-01,,,VS-1,UNI,Retract. Screw,ENDO,SIL,RA/RV
"Intermedics, Inc. (Guidant Corp.)",405-03,,,VS-1,UNI,Retractable Helix,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",405-04,,,VS-1,UNI,Retractable Helix,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",406-04,,,VS-1,BI,J+Retract. Helix,ENDO,SIL,RA
"Intermedics, Inc. (Guidant Corp.)",407-04,,,VS-1,UNI,J+Retract. Helix,ENDO,SIL,RA
"Intermedics, Inc. (Guidant Corp.)",420-01,,,"VS-1, BI for Temp",BI,Dynamic Stabilizer,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",420-02,,,"VS-1, BI for Temp",BI,Screw-In,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",420-03,,,"VS-1, BI for Temp",UNI,Tines,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",420-04,,,IS-1,"BI (P/S), BI for Temp",Passive,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",420-05,,,IS-1,"BI (P/S), BI for Temp",Passive,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",420-06,,,IS-1,"BI (P/S), BI for Temp",Passive,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",420-07,,,IS-1,"BI (P/S), BI for Temp",Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",420-12,,,IS-1,"BI (P/S), BI for Temp",Passive,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",420-14,,,IS-1,"BI (P/S), BI for Temp",Passive,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",421-01,,,"VS-1, BI for Temp",UNI,Dynamic Stabilizer,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",421-02,,,"VS-1, BI for Temp",UNI,Helix,EPI,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",421-03,,,"VS-1, BI for Temp",UNI,Tines,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",421-05,,,"VS-1, BI for Temp",UNI,Tines,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",421-07,,,"VS-1, BI for Temp",UNI,Screw-In,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",425-02,,,"Atr. VS-1, Vent. VS-1",TRI,Tines,ENDO,POLy,VDD
"Intermedics, Inc. (Guidant Corp.)",425-04,,,"Atr. VS-1, Vent. VS-1",TRI,Tines,ENDO,POLy,VDD
"Intermedics, Inc. (Guidant Corp.)",425-06,,,"Atr. VS-1, Vent. VS-1",TRI,Tines,ENDO,POLy,VDD
"Intermedics, Inc. (Guidant Corp.)",425-11,Unipass VDD,,IS-1,A:BI(S) V:UNI(P/S),Passive,ENDO,SIL,VDD
"Intermedics, Inc. (Guidant Corp.)",425-13,Unipass VDD,,IS-1,A:BI(S) V:UNI(P/S),Passive,ENDO,SIL,VDD
"Intermedics, Inc. (Guidant Corp.)",425-31,Unipass VDD,,IS-1,A:BI(S) V:UNI(P/S),Passive,ENDO,SIL,VDD
"Intermedics, Inc. (Guidant Corp.)",425-33,Unipass VDD,,IS-1,A:BI(S) V:UNI(P/S),Passive,ENDO,SIL,VDD
"Intermedics, Inc. (Guidant Corp.)",425-36,Unipass VDD,,IS-1,A:BI(S) V:UNI(P/S),Passive,ENDO,SIL,VDD
"Intermedics, Inc. (Guidant Corp.)",426-31,Unipass VDD,,IS-1,A:BI(S) V:BI(P/S),Passive,ENDO,SIL,VDD
"Intermedics, Inc. (Guidant Corp.)",426-33,Unipass VDD,,IS-1,A:BI(S) V:BI(P/S),Passive,ENDO,SIL,VDD
"Intermedics, Inc. (Guidant Corp.)",426-36,Unipass VDD,,IS-1,A:BI(S) V:BI(P/S),Passive,ENDO,SIL,VDD
"Intermedics, Inc. (Guidant Corp.)",430-01,,,VS-1,BI,Talon Fixation,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",430-02,,,VS-1,BI,Tines,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",430-05,,,VS-1,BI,Talon Fixation,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",430-07,,,VS-1,BI,Tines,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",430-10,,,VS-1,BI,Tines,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",430-25,,,IS-1,BI,Passive,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",430-25S,,,IS-1,BI,Passive,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",430-35,,,IS-1,BI,Passive,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",430-35S,,,IS-1,BI,Passive,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",431-02,,,VS-1,UNI,Talon,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",431-04,,,VS-1,UNI,Tines,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",431-06,,,VS-1,UNI,Talon Fixation,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",431-07,,,VS-1,UNI,Tines,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",432-01,,,VS-1,BI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",432-01T,,,VS-1,BI,J+Talon,ENDO,UNK,RA
"Intermedics, Inc. (Guidant Corp.)",432-02,,,VS-1,BI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",432-03,,,VS-1,BI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",432-04,,,VS-1,BI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",432-35,,,IS-1,BI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",432-35S,,,IS-1,BI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",433-01,,,VS-1,UNI,J+Tines & D. S.,ENDO,UNK,RA
"Intermedics, Inc. (Guidant Corp.)",433-01T,,,VS-1,UNI,J+Talon,ENDO,UNK,RA
"Intermedics, Inc. (Guidant Corp.)",433-02,,,VS-1,UNI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",433-03,,,VS-1,UNI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",4344,Unipass II VDD,,IS-1,A:BI(S) V:BI(P/S),Passive,ENDO,SIL,VDD
"Intermedics, Inc. (Guidant Corp.)",4345,Unipass II VDD,,IS-1,A:BI(S) V:BI(P/S),Passive,ENDO,SIL,VDD
"Intermedics, Inc. (Guidant Corp.)",4346,Unipass II VDD,,IS-1,A:BI(S) V:BI(P/S),Passive,ENDO,SIL,VDD
"Intermedics, Inc. (Guidant Corp.)",4347,Unipass II VDD,,IS-1,A:BI(S) V:BI(P/S),Passive,ENDO,SIL,VDD
"Intermedics, Inc. (Guidant Corp.)",4350,THINLINE,,IS-1,BI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",435-02,,,VS-1,UNI,Fixed Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",435-03,,,VS-1,UNI,Side Hook,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",435-04,,,VS-1,UNI,Side Hook,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",435-05,,,VS-1,UNI,Fixed Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",435-07,,,IS-1,UNI,Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",435-08,,,VS-1,UNI,Screw-In,ENDO,SIL,RA/RV
"Intermedics, Inc. (Guidant Corp.)",4351,THINLINE,,IS-1,BI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",4352,THINLINE,,IS-1,BI,Passive,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",4353,THINLINE,,IS-1,BI,Passive,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",4354,THINLINE EZ,,IS-1,BI,Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",4355,THINLINE EZ,,IS-1,BI,Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",4356,THINLINE EZ,,IS-1,BI,Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",4357,THINLINE II AJ,,IS-1,BI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",4358,THINLINE II AJ,,IS-1,BI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",4359,THINLINE II,,IS-1,BI,Passive,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",4360,THINLINE II,,IS-1,BI,Passive,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",436-01,,,VS-1,BI,Talon,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",436-02,,,VS-1,BI,Tines,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",436-07,,,IS-1,BI,Passive,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",4361,THINLINE II,,IS-1,BI,Passive,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",4362,THINLINE II,,IS-1,BI,Passive,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",4363,THINLINE II EZ,,IS-1,BI,Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",4364,THINLINE II EZ,,IS-1,BI,Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",4365,THINLINE II EZ,,IS-1,BI,Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",4366,THINLINE II EZ,,IS-1,BI,Screw,ENDO,SIL,RA/RV
"Intermedics, Inc. (Guidant Corp.)",4367,THINLINE II EZ,,IS-1,BI,Screw,ENDO,SIL,RA/RV
"Intermedics, Inc. (Guidant Corp.)",4368,THINLINE II EZ,,IS-1,BI,Screw,ENDO,SIL,RA/RV
"Intermedics, Inc. (Guidant Corp.)",4369,THINLINE II STEROX,,IS-1,BI,Passive,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",437-01,,,VS-1,UNI,Talon,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",437-02,,,VS-1,UNI,Tines,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",437-07,,,VS-1,UNI,Passive,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",4371,THINLINE II STEROX,,IS-1,BI,Passive,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",4372,THINLINE II STEROX,,IS-1,BI,Passive,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",4373,THINLINE II STEROX,,IS-1,BI,Passive,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",4374,THINLINE II STEROX,,IS-1,BI,Passive,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",4375,THINLINE II STEROX EZ,,IS-1,BI,Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",4376,THINLINE II STEROX EZ,,IS-1,BI,Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",4377,THINLINE II STEROX EZ,,IS-1,BI,Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",4378,THINLINE II STEROX EZ,,IS-1,BI,Screw,ENDO,SIL,RA/RV
"Intermedics, Inc. (Guidant Corp.)",4379,THINLINE II STEROX EZ,,IS-1,BI,Screw,ENDO,SIL,RA/RV
"Intermedics, Inc. (Guidant Corp.)",4380,THINLINE II STEROX EZ,,IS-1,BI,Screw,ENDO,SIL,RA/RV
"Intermedics, Inc. (Guidant Corp.)",438-01,,,VS-1,BI,Screw-In,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",438-02,,,VS-1,BI,Side Hook,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",438-03,,,VS-1,BI,Side Hook,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",438-05,,,VS-1,BI,Screw-In,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",438-07,,,IS-1,BI,Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",438-08,,,VS-1,BI,Screw-In,ENDO,UNK,RA/RV
"Intermedics, Inc. (Guidant Corp.)",438-10,,,IS-1,BI,Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",438-25,,,IS-1,BI,Screw,ENDO,SIL,RA/RV
"Intermedics, Inc. (Guidant Corp.)",438-25S,,,IS-1,BI,Screw,ENDO,SIL,RA/RV
"Intermedics, Inc. (Guidant Corp.)",438-35,,,IS-1,BI,Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",438-35S,,,IS-1,BI,Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",439-02,,,VS-1,UNI,Screw,EPI,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",439-04,,,VS-1,UNI,Suture,EPI,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",439-07,,,VS-1,UNI,Helix,EPI,SIL,RA/RV
"Intermedics, Inc. (Guidant Corp.)",461-01,,,6 mm,UNI,Passive,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",462,,,5 mm,UNI,Wedge,ENDO,UNK,UNK
"Intermedics, Inc. (Guidant Corp.)",463,,,5 mm,UNI,Flange,ENDO,UNK,RV
"Intermedics, Inc. (Guidant Corp.)",463-01,,,6 mm,UNI,Wedge,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",463-02,,,6 mm,UNI,Wedge,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",465,,,5 mm,UNI,Flange,ENDO,UNK,RV
"Intermedics, Inc. (Guidant Corp.)",465-01,,,6 mm,UNI,Flange,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",465-02,,,6 mm,UNI,Flange,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",466,,,UNK,UNI,Flange,ENDO,UNK,RV
"Intermedics, Inc. (Guidant Corp.)",466-01,,,5 mm Bif,BI,Flange,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",467,,,UNK,UNI,Flange,ENDO,UNK,RV
"Intermedics, Inc. (Guidant Corp.)",467-01,,,6 mm,UNI,Flange,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",467-02,,,6 mm,UNI,Flange,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",471-01,,,5 mm,UNI,Screw,EPI,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",471-02,,,5 mm,UNI,Screw,EPI,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",471-03,,,5 mm,UNI,Screw,EPI,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",471-04,,,5 mm,UNI,Screw,EPI,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",471-05,,,5 mm,UNI,Screw,EPI,UNK,RV
"Intermedics, Inc. (Guidant Corp.)",471-06,,,5 mm,UNI,Screw,EPI,UNK,RV
"Intermedics, Inc. (Guidant Corp.)",471-07,,,5/6 mm,UNI,Screw,EPI,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",471-09,,,5 mm,UNI,Screw,EPI,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",473-03,,,5/6 mm,UNI,Suture,EPI,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",475-01,,,5 mm,UNI,Tines,ENDO,UNK,RV
"Intermedics, Inc. (Guidant Corp.)",476-01,,,5 mm Bif,BI,Tines,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",476-02,,,5 mm Bif,BI,,ENDO,UNK,RV
"Intermedics, Inc. (Guidant Corp.)",476-03,,,5/6 mm Bif,BI,Tines,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",476-04,,,5 mm Bif,BI,Tines,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",476-06,,,5 mm Bif,BI,Dynamic Stabilizer,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",476-07,,,5 mm Bif,BI,Dynamic Stabilizer,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",477-01,,,6 mm,UNI,Tines,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",477-02,,,6 mm,UNI,Tines,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",477-04,,,5 mm,UNI,Screw,EPI,UNK,UNK
"Intermedics, Inc. (Guidant Corp.)",477-05,,,6 mm,UNI,Tines,ENDO,UNK,RV
"Intermedics, Inc. (Guidant Corp.)",479-01,,,5/6 mm,UNI,Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",479-05,,,5/6 mm,UNI,Screw,ENDO,SIL,RA/RV
"Intermedics, Inc. (Guidant Corp.)",480-01,,,6 mm,BI,Fixed Screw,ENDO,POLy,RA/RV
"Intermedics, Inc. (Guidant Corp.)",482-01,,,6 mm,BI,Wedge,ENDO,UNK,RV
"Intermedics, Inc. (Guidant Corp.)",483-01,,,5 mm,UNI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",483-02,,,5 mm,UNI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",483-03,,,5/6 mm,UNI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",483-04,,,5/6 mm,UNI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",483-05,,,5/6 mm,UNI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",483-06,,,5/6 mm,UNI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",483-07,,,5/6 mm,UNI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",483-08,,,5/6 mm,UNI,Passive,ENDO,SIL,RA
"Intermedics, Inc. (Guidant Corp.)",483-09,,,5/6 mm,UNI,Passive,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",484-01,,,6 mm,BI,Tines,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",484-02,,,6 mm,BI,Tines,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",484-03,,,6 mm,BI,Dynamic Stabilizer,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",485-01,,,5 mm,UNI,Tines,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",485-02,,,5 mm,UNI,Flange,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",486-01,,,6 mm,BI,Tines,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",486-02,,,6 mm,BI,Talon,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",486-03,,,6 mm,BI,Talon,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",486-04,,,6 In-line,BI,Passive,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",487-02,,,5 mm,UNI,Tines,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",487-05,,,5/6 mm,UNI,Tines,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",487-06,,,5/6 mm,UNI,Dynamic Stabilizer,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",487-07,,,5/6 mm,UNI,Tines,ENDO,SIL,RV
"Intermedics, Inc. (Guidant Corp.)",490-01,,,5/6 mm Bif,BI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",492-01,,,6 mm,BI,J+Tines,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",492-02,,,6 mm,BI,J+Dynamic Stab.,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",492-03,,,6 mm,BI,J+Dynamic Stab.,ENDO,POLy,RA
"Intermedics, Inc. (Guidant Corp.)",493-01,,,6 mm,UNI,Tines,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",493-03,,,5/6 mm,UNI,Tines,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",493-04,,,5/6 mm,UNI,Tines,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",493-05,,,5/6 mm,UNI,Tines,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",493-07,,,5/6 mm,UNI,Talon,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",493-08,,,5/6 mm,UNI,Talon,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",495-01,,,5 mm,UNI,Tines,ENDO,POLy,RV
"Intermedics, Inc. (Guidant Corp.)",496-01,,,5 mm Bif,BI,Tines,ENDO,POLy,RV
"Medtronic, Inc.",2188,Attain CS,LEB,IS-1,BI,Canted,ENDO,55D,CS/CV
"Medtronic, Inc.",3830,Secure Select,LFF,IS-1,BI,Fixed Screw,ENDO,55D,RA/RV
"Medtronic, Inc.",4002,Spectraflex,JN,3.2 mm LP,BI,Tines,ENDO,80A,RV
"Medtronic, Inc.",4003,CapSure,IH,5 mm,UNI,Tines,ENDO,80A,RV
"Medtronic, Inc.",4003M,CapSure,IH or LAX,IS-1,UNI,Tines,ENDO,80A,RV
"Medtronic, Inc.",4004,CapSure,PS,3.2 mm LP,BI,Tines,ENDO,80A,RV
"Medtronic, Inc.",4004M,CapSure,PS or LAZ,IS-1,BI,Tines,ENDO,80A,RV
"Medtronic, Inc.",4011,Target Tip,IB,5 mm,UNI,Tines,ENDO,80A,RV
"Medtronic, Inc.",4012,Target Tip,HQ,3.2 mm LP,BI,Tines,ENDO,80A,RV
"Medtronic, Inc.",4016,N/A,Ky,3.2 mm LP,BI,Ex./Ret. Helix,ENDO,80A,RA/RV
"Medtronic, Inc.",4016A,N/A,XB,3.2 mm LP,BI,Ex./Ret. Helix,ENDO,80A,RA/RV
"Medtronic, Inc.",4023,CapSure SP,LAK,IS-1,UNI,Tines,ENDO,POLy,RV
"Medtronic, Inc.",4024,CapSure SP,LAJ,IS-1,BI,Tines,ENDO,POLy,RV
"Medtronic, Inc.",4033,CapSure Z,LCA,IS-1,UNI,Tines,ENDO,POLy,RV
"Medtronic, Inc.",4034,CapSure Z,LCC,IS-1,BI,Tines,ENDO,POLy,RV
"Medtronic, Inc.",4057,N/A,XQ,5 mm,UNI,Ex./Ret. Helix,ENDO,80A,RA/RV
"Medtronic, Inc.",4057M,N/A,LAN,IS-1,UNI,Ex./Ret. Helix,ENDO,80A,RA/RV
"Medtronic, Inc.",4058,N/A,Zy,3.2 mm LP,BI,Ex./Ret. Helix,ENDO,80A,RA/RV
"Medtronic, Inc.",4058M,N/A,LAW,IS-1,BI,Ex./Ret. Helix,ENDO,80A,RA/RV
"Medtronic, Inc.",4067,CapsureFix,LCV,IS-1,UNI,Ex./Ret. Helix,ENDO,80A,RA/RV
"Medtronic, Inc.",4068,CapSureFix,LCE,IS-1,BI,Ex./Ret. Helix,ENDO,80A,RA/RV
"Medtronic, Inc.",4073,CapSure Sense,BBF,IS-1,UNI,Tines,ENDO,55D,RV
"Medtronic, Inc.",4074,CapSure Sense,BBD,IS-1,BI,Tines,ENDO,55D,RV
"Medtronic, Inc.",4076,CapSureFix Novus,BBL,IS-1,BI,Ex./Ret. Helix,ENDO,55D,RA/RV
"Medtronic, Inc.",5034,CapSure Z,LDF,IS-1,BI,Tines,ENDO,SIL,RV
"Medtronic, Inc.",5038,Capsure VDD 2,LEE,"Atr. IS-1 BI, Vent. IS-1 BI",QUAD,Tines,ENDO,SIL,VDD
"Medtronic, Inc.",5038L,Capsure VDD 2,LEG,"Atr. IS-1 BI, Vent. IS-1 BI",QUAD,Tines,ENDO,SIL,VDD
"Medtronic, Inc.",5038S,Capsure VDD 2,LEF,"Atr. IS-1 BI, Vent. IS-1 BI",QUAD,Tines,ENDO,SIL,VDD
"Medtronic, Inc.",5054,Capsure Z Novus,LEH,IS-1,BI,Tines,ENDO,SIL,RV
"Medtronic, Inc.",5058,Extendable/ Retractable Helix,LDH,IS-1,BI,Ex./Ret. Helix,ENDO,SIL,RA/RV
"Medtronic, Inc.",5061,Target Tip,GX,5 mm,UNI,Tines,ENDO,SIL,RV
"Medtronic, Inc.",5062,Target Tip,IX,3.2 mm LP,BI,Tines,ENDO,SIL,RV
"Medtronic, Inc.",5064,Target Tip,IZ,5 mm Bif,BI,Tines,ENDO,SIL,RV
"Medtronic, Inc.",5067,CapsureFix,LDU,IS-1,UNI,Ex./Ret. Helix,ENDO,SIL,RA/RV
"Medtronic, Inc.",5068,CapsureFix,LDJ,IS-1,BI,Ex./Ret. Helix,ENDO,SIL,RA/RV
"Medtronic, Inc.",5069,N/A,LAP,IS-1,UNI,Screw-In,EPI,SIL,RV
"Medtronic, Inc.",5071,N/A,LAQ,IS-1,UNI,Screw-In,EPI,SIL,RV
"Medtronic, Inc.",5072,SureFix,LEM,IS-1,BI,Endo Screw,ENDO,SIL,RA/RV
"Medtronic, Inc.",5076,CapsureFix Novus,PJN,IS-1,BI,Ex./Ret. Helix,ENDO,SIL,RA/RV
"Medtronic, Inc.",5086MRI,CapSure Fix,LFP,IS-1,BI,Ex./Ret. Helix,ENDO,SIL,RA/RV
"Medtronic, Inc.",5092,Capsure SP Novus,LET,IS-1,BI,Tines,ENDO,SIL,RV
"Medtronic, Inc.",5523,CapSure SP,XU,5 mm,UNI,J+Tines,ENDO,SIL,RA
"Medtronic, Inc.",5523M,CapSure SP,LAU,IS-1,UNI,J+Tines,ENDO,SIL,RA
"Medtronic, Inc.",5524,CapSure SP,XV,3.2 mm LP,BI,J+Tines,ENDO,SIL,RA
"Medtronic, Inc.",5524M,CapSure SP,LAV,IS-1,BI,J+Tines,ENDO,SIL,RA
"Medtronic, Inc.",5525,CapSure SP,RQ,5 mm,UNI,J+Tines,ENDO,SIL,RA
"Medtronic, Inc.",5554,Capsure Z Novus,LEJ,IS-1,BI,J+Tines,ENDO,SIL,RA
"Medtronic, Inc.",5561,Target Tip,JQ,5 mm,UNI,J+Tines,ENDO,SIL,RA
"Medtronic, Inc.",5562,Target Tip,IU,3.2 mm LP,BI,J+Tines,ENDO,SIL,RA
"Medtronic, Inc.",5568,CapsureFix,LDN,IS-1,BI,J+Ex./Ret. Helix,ENDO,SIL,RA
"Medtronic, Inc.",5592,Capsure SP Novus,LEU,IS-1,BI,J+Tines,ENDO,SIL,RA
"Medtronic, Inc.",5594,Capsure SP Novus,LFD,IS-1,BI,J+Tines,ENDO,SIL,RA
"Medtronic, Inc.",5814,N/A,FC,5 mm Bif,BI,Suture,EPI,SIL,RV
"Medtronic, Inc.",5815,N/A,DC,5 mm,UNI,Suture,EPI,SIL,RV
"Medtronic, Inc.",5815A,N/A,BV,5 mm,UNI,Suture,EPI,SIL,RA/RV
